ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5452875,subject {GCP},受试者,,104.06.11,GCP,2023-01-17
5452876,sublimate gauze,升汞纱布,,102.11.06,国立编译馆,2023-01-17
5452877,sublimation,升华,,102.07.16,中华无菌制剂协会,2023-01-17
5452878,sublimed sulphur,升华硫,,102.11.06,国立编译馆,2023-01-17
5452879,sublingual,舌下[的],,102.07.16,中华无菌制剂协会,2023-01-17
5452880,sublingual tablet,舌下锭,,102.07.16,中华无菌制剂协会,2023-01-17
5452881,submerged fermentation,浸沈发酵,,102.07.16,中华无菌制剂协会,2023-01-17
5452882,submicron,微米,,108.04.25,nan,2023-01-17
5452883,substance abuse,物质滥用,,106.04.11,Remington,2023-01-17
5452884,substituent effect,取代基效应,,102.07.16,中华无菌制剂协会,2023-01-17
5452885,substitute,替代药；代用品,,102.07.16,中华无菌制剂协会,2023-01-17
5452886,substitution,取代；置换,,106.04.11,Remington,2023-01-17
5452887,substrate,受质,,102.07.16,中华无菌制剂协会,2023-01-17
5452888,subunit,次单元,,102.07.16,中华无菌制剂协会,2023-01-17
5452889,succinate,琥珀酸盐；丁二酸盐；丁二酸酯,,102.07.16,中华无菌制剂协会,2023-01-17
5452890,succinic acid,琥珀酸,,102.11.06,国立编译馆,2023-01-17
5452891,succinylcholine chloride,氯化琥珀胆碱,,102.12.05,中华药典,2023-01-17
5452892,sucrose,蔗糖,,102.11.06,中华药典,2023-01-17
5452893,suction filtration,抽气过滤,,105.06.20,nan,2023-01-17
5452894,Sudan blue,苏丹蓝,,102.07.16,中华无菌制剂协会,2023-01-17
5452895,sugar-coated tablet,糖衣锭,,102.07.16,中华无菌制剂协会,2023-01-17
5452896,suicide substrate inhibitors,自杀式受质抑制剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452897,suite of clean rooms,洁净套室,,102.11.06,pics-gmp,2023-01-17
5452899,sulfadiazine,磺胺达净,,nan,化学药品,2023-01-17
5452900,sulfadimethoxine,达美磺胺,,102.12.05,中华药典,2023-01-17
5452901,sulfadoxine,异达美磺胺,,102.12.05,中华药典,2023-01-17
5452902,sulfamethoxazole,磺胺甲恶唑,,102.12.05,中华药典,2023-01-17
5452903,sulfamic acid,胺基苯磺酸,,102.07.16,中华无菌制剂协会,2023-01-17
5452905,sulfanilic acid,对胺苯磺酸,,2021.01.19,nan,2025-04-09
5452907,sulfasalazine,洒拉净,,nan,化学药品,2023-01-17
5452908,sulfathiazole,磺胺肼唑,,102.12.05,中华药典,2023-01-17
5452909,sulfisoxazole,异唑磺胺,,102.12.05,中华药典,2023-01-17
5452910,sulfobromophthalein sodium,溴酚砜磺酸钠,,102.12.05,中华药典,2023-01-17
5452911,sulfoethyl,磺乙基,,108.04.25,nan,2023-01-17
5452912,sulfonamides,磺胺类,,102.07.16,中华无菌制剂协会,2023-01-17
5452913,sulfonated fluorocarbon polymer,磺化氟碳聚合物,,108.03.14,nan,2023-01-17
5452914,sulfonic acid,磺酸,,108.04.25,nan,2023-01-17
5452915,sulfonic acid group,磺酸基,,108.04.25,nan,2023-01-17
5452916,sulfonylureas,磺醯脲,,<p>114.05.27</p>,<p>Remington</p>,2025-07-03
5452917,sulfopropyl,磺丙基,,108.04.25,nan,2023-01-17
5452918,sulfoxone,胺苯砜亚磺酸,,102.12.05,中华药典,2023-01-17
5452919,sulfur {S},硫；硫黄,,102.11.06,国立编译馆,2023-01-17
5452920,sulfur dioxide,二氧化硫,,102.11.06,国立编译馆,2023-01-17
5452921,sulfur ointment,硫黄软膏,,102.11.06,国立编译馆,2023-01-17
5452922,sulfuric acid,硫酸,,102.12.05,中华药典,2023-01-17
5452923,sunscreen,防晒剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452924,supercritical fluid chromatography {=SFC},超临界流体层析法,,106.04.11,Remington,2023-01-17
5452925,supercritical fluid extraction {=SFE},超临界流体萃取,,104.05.14,GMP,2023-01-17
5452926,superheated water spray method,超热水喷洒法,,106.04.11,Remington,2023-01-17
5452927,superinfection,重复感染,,102.07.16,中华无菌制剂协会,2023-01-17
5452928,supernatant,上清液,,102.07.16,中华无菌制剂协会,2023-01-17
5452929,superoxide dismutase {=SOD},超氧歧化酶,,104.12.18,nan,2023-01-17
5452930,supersaturation,过饱和,,106.04.11,Remington,2023-01-17
5452931,supplier,供应商,,104.05.14,GMP,2023-01-17
5452932,supply air,空调进气,,104.05.14,GMP,2023-01-17
5452933,supply airflow rate,进气速率,,104.05.14,GMP,2023-01-17
5452934,supply chain,供应链,,104.05.14,GMP,2023-01-17
5452935,suppository,栓剂,,102.04.18,中华无菌制剂协会,2023-01-17
5452936,suppository base,栓剂基剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452937,surface activity,界面活性,,102.07.16,中华无菌制剂协会,2023-01-17
5452938,surface finish,表面抛光,,104.05.14,GMP,2023-01-17
5452939,surface free energy,表面自由能,,106.04.11,Remington,2023-01-17
5452940,surface potential,表面电位,,106.04.11,Remington,2023-01-17
5452941,surface tension,表面张力,,102.07.16,中华无菌制剂协会,2023-01-17
5452942,surface-active agents,界面活性剂,,106.04.11,Remington,2023-01-17
5452943,surfactants,界面活性剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452944,surgical antiseptics,外科用抗菌剂,,102.11.06,国立编译馆,2023-01-17
5452945,surveillance,监视,,102.07.16,中华无菌制剂协会,2023-01-17
5452946,susceptible,敏感的,,102.07.16,中华无菌制剂协会,2023-01-17
5452947,suspending agent,助悬剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452948,suspension,悬液剂；悬浮剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452949,suspension granule,悬液用颗粒剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452950,suspensoid,悬胶体,,102.07.16,中华无菌制剂协会,2023-01-17
5452951,sustained-release,持续释放,,101.05.17,nan,2023-01-17
5452952,sutures,[外科用]缝线,,102.11.06,国立编译馆,2023-01-17
5452953,swab,涂抹剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452954,swab sampling,擦拭取样,,104.05.14,GMP,2023-01-17
5452955,sweat glands,汗腺,,106.04.11,Remington,2023-01-17
5452956,sweet almond,甜杏仁,,102.11.06,国立编译馆,2023-01-17
5452957,sweet gum,枫香,,106.04.11,Remington,2023-01-17
5452958,sweet orange peel,甜橙皮,,102.11.06,国立编译馆,2023-01-17
5452959,sweet wormwood herb {Artemisiae Annuae Herba},青蒿,,103.07.17,中医药,2023-01-17
5452960,sweetening agents,甜味剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452961,symmetry,对称,,102.07.16,中华无菌制剂协会,2023-01-17
5452962,symmetry factor,对称因素,,102.07.16,中华无菌制剂协会,2023-01-17
5452963,sympathetic nervous system,交感神经系统,,102.07.16,中华无菌制剂协会,2023-01-17
5452964,sympatholytic drugs,交感神经阻断剂；交感神经解药,,102.07.16,中华无菌制剂协会,2023-01-17
5452965,sympatholytics,交感神经阻断剂；交感神经解药,,102.07.16,中华无菌制剂协会,2023-01-17
5452966,sympathomimetic drugs,拟交感神经作用药,,102.07.16,中华无菌制剂协会,2023-01-17
5452967,sympathomimetics,拟交感神经作用药,,102.07.16,中华无菌制剂协会,2023-01-17
5452968,symptom,症状,,102.07.16,中华无菌制剂协会,2023-01-17
5452969,syndrome,症候群,,102.07.16,中华无菌制剂协会,2023-01-17
5452970,synergism,协同作用,,102.07.16,中华无菌制剂协会,2023-01-17
5452971,synergists,增效剂,,102.07.16,中华无菌制剂协会,2023-01-17
5452972,synovial fluid,滑液,,106.04.11,Remington,2023-01-17
5452973,syphilis,梅毒,,102.08.13,中华无菌制剂协会,2023-01-17
5452974,syringe,注射器,,102.08.13,中华无菌制剂协会,2023-01-17
5452975,syringe pump,注射泵,,102.08.13,中华无菌制剂协会,2023-01-17
5452976,syrup,糖浆,,102.08.13,中华无菌制剂协会,2023-01-17
5452977,syrups,糖浆剂,,102.11.06,nan,2023-01-17
5452978,system suitability,系统适用性,,106.11.09,中华药典,2023-01-17
5452979,systemic acidosis,全身性酸中毒,,102.08.13,中华无菌制剂协会,2023-01-17
5452980,systemic lupus erythematosus {=SLE},全身性红斑狼疮,,102.08.13,中华无菌制剂协会,2023-01-17
5452981,tablespoonful,汤匙量,,103.01.16,国立编译馆,2023-01-17
5452982,tablet,锭剂；片剂,,102.12.05,中华无菌制剂协会,2023-01-17
5452983,tablet coating,锭剂著衣；片剂包衣,,102.12.05,中华无菌制剂协会,2023-01-17
5452984,tablet machine,压锭机；压片机,,102.12.05,中华无菌制剂协会,2023-01-17
5452985,tablet triturates,研制锭；模制锭,,106.04.11,Remington,2023-01-17
5452986,tablets,锭剂,,103.01.16,国立编译馆,2023-01-17
5452987,tachycardia,心跳过速；心搏过速,,102.12.05,中华无菌制剂协会,2023-01-17
5452988,tachyphylaxis,急速耐药性,,102.12.05,中华无菌制剂协会,2023-01-17
5452989,tacrine,他克林,,103.01.16,中华无菌制剂协会：新药,2023-01-17
5452990,tailing factor {=TF},曳尾因子,,106.11.09,中华药典,2023-01-17
5452991,talc,滑石；滑石粉,,103.02.13,中华药典,2023-01-17
5452992,talc {Talcum},滑石,,103.09.11,中医药,2023-01-17
5452993,tallow,兽脂,,101.10.11,nan,2023-01-17
5452994,tamper-evident package,篡改易显包装,,105.02.19,nan,2023-01-17
5452995,tampon,棉球,,102.12.05,中华无菌制剂协会,2023-01-17
5452996,tamsulosin hydrochloride,盐酸坦罗森,,nan,化学药品,2023-01-17
5452997,tandem mass spectrometry {=MS/MS},串联式质谱法,,106.04.11,Remington,2023-01-17
5452998,tangential flow filtration {=TFF},切向流过滤,,104.05.14,GMP,2023-01-17
5452999,tangerine peel {Citri Reticulatae Pericarpium},陈皮,,103.08.14,中医药,2023-01-17
5453000,tannic acid,鞣酸,,102.12.05,中华无菌制剂协会,2023-01-17
5453001,tannin,鞣质,,102.12.05,中华无菌制剂协会,2023-01-17
5453002,tap[ping] density,振实密度；堆密度,,103.01.16,nan,2023-01-17
5453003,tapped density,振实密度,,108.10.22,nan,2023-01-17
5453004,taraxacum,蒲公英,,103.01.16,国立编译馆,2023-01-17
5453005,target,标靶；标的,,102.12.05,中华无菌制剂协会,2023-01-17
5453006,tartaric acid,酒石酸,,103.02.13,国立编译馆,2023-01-17
5453007,tautomer,互变异构物,,102.12.05,中华无菌制剂协会,2023-01-17
5453008,tautomerism,互变异构,,102.12.05,中华无菌制剂协会,2023-01-17
5453009,taxol；paclitaxel,紫杉醇,,101.12.12,nan,2023-01-17
5453010,tea tree oil,茶油,,103.09.11,健康食品,2023-01-17
5453011,teaspoonful,茶匙量,,103.01.16,国立编译馆,2023-01-17
5453012,technetium radiopharmaceuticals,𨱏放射药品,,106.04.11,Remington,2023-01-17
5453013,technical specification,技术规格,,104.05.14,GMP,2023-01-17
5453014,telepharmacy,远距药事照护,,106.04.11,Remington,2023-01-17
5453015,telomerase,端粒酶,,102.12.05,中华无菌制剂协会,2023-01-17
5453016,telomere,端粒,,102.12.05,nan,2023-01-17
5453017,temperature probes,温度探针,,103.02.13,pics-gmp,2023-01-17
5453018,template,模板；范本,,102.12.05,中华无菌制剂协会,2023-01-17
5453019,tensile testers,张力试验机,,106.04.11,Remington,2023-01-17
5453020,teratogen,致畸原,,102.12.05,中华无菌制剂协会,2023-01-17
5453021,teratogenecity,致畸性,,102.12.05,中华无菌制剂协会,2023-01-17
5453022,teratogenesis,致畸作用,,102.12.05,中华无菌制剂协会,2023-01-17
5453023,teratogenicity,致畸胎性,,106.11.09,ICH Q3C,2023-01-17
5453024,terminal analysis,末端分析,,102.12.05,中华无菌制剂协会,2023-01-17
5453025,terminal sterilization,最终灭菌,,103.02.13,药品剂型分类草案,2023-01-17
5453026,termination,终止,,106.04.11,Remington,2023-01-17
5453027,termination codon,终止密码子,,102.12.05,中华无菌制剂协会,2023-01-17
5453028,ternary systems,三元系统,,106.04.11,Remington,2023-01-17
5453029,terpene,萜,,102.12.05,中华无菌制剂协会,2023-01-17
5453030,terpenoid,萜类,,102.12.05,中华无菌制剂协会,2023-01-17
5453031,terpenoid alkaloid,萜类生物碱,,102.12.05,中华无菌制剂协会,2023-01-17
5453032,terpin hydrate,水合萜二醇；水合薄荷烷二醇,,106.04.11,Remington,2023-01-17
5453033,tertiary structure,三级结构,,102.12.05,中华无菌制剂协会,2023-01-17
5453034,test,试验；检验；测试；检测,,106.09.12,nan,2023-01-17
5453035,test paper,试纸,,103.02.13,中华药典,2023-01-17
5453036,test solution {=TS},试液,,103.02.13,中华药典,2023-01-17
5453037,testicular,睪丸的,,106.04.11,Remington,2023-01-17
5453038,tetanus,破伤风,,103.02.13,nan,2023-01-17
5453039,tetanus immune globulin,破伤风免疫球蛋白,,101.02.09,nan,2023-01-17
5453040,tetanus toxoid,破伤风类毒素,,106.04.11,Remington,2023-01-17
5453041,tetracycline,四环素,,103.02.13,nan,2023-01-17
5453042,tetracycline antibiotics,四环素类抗生素,,102.12.05,中华无菌制剂协会,2023-01-17
5453043,tetracyclines,四环素类,,103.02.13,中华药典,2023-01-17
5453044,tetrahedral configuration,四面体组态,,106.04.11,Remington,2023-01-17
5453045,tetrahydrofuran {=THF},四氢呋喃,,103.02.13,中华药典,2023-01-17
5453046,tetraterpenoid,四萜类,,102.12.05,中华无菌制剂协会,2023-01-17
5453047,tetrazolium blue,四吡唑啉蓝,,103.02.13,中华药典,2023-01-17
5453048,tetrodotoxin,河豚毒素,,103.01.16,国立编译馆,2023-01-17
5453049,thallium {=Tl},铊,,106.04.11,Remington,2023-01-17
5453050,thallous chloride 201Tl injection,氯化亚铊 [T1-201] 注射液,,103.02.13,中华药典,2023-01-17
5453051,thebaine,蒂巴因,,nan,nan,2023-01-17
5453052,theobroma oil,可可脂,,103.02.13,中华药典,2023-01-17
5453055,therapeutic action,治疗作用,,102.12.05,中华无菌制剂协会,2023-01-17
5453056,therapeutic alternatives,治疗替代药物,,106.04.11,Remington,2023-01-17
5453057,therapeutic drug monitoring {=TDM},药物治疗监测,,102.12.05,中华无菌制剂协会,2023-01-17
5453058,therapeutic index,治疗指数,,102.12.05,中华无菌制剂协会,2023-01-17
5453059,therapeutic range,治疗范围,,106.04.11,Remington,2023-01-17
5453060,therapeutic window,治疗范围,,106.04.11,nan,2023-01-17
5453061,therapeutics,药物治疗学；治疗学,,103.02.13,国立编译馆,2023-01-17
5453062,therapy,治疗；疗法,,103.02.13,nan,2023-01-17
5453063,thermal analysis,热分析,,106.04.11,Remington,2023-01-17
5453064,thermal sterilization,加热灭菌法；热力灭菌法,,102.12.05,中华无菌制剂协会,2023-01-17
5453065,thermochemistry,热化学,,106.04.11,Remington,2023-01-17
5453066,thermocouple detector,热电偶检测器,,102.12.05,中华无菌制剂协会,2023-01-17
5453067,thermodynamics,热力学,,106.04.11,Remington,2023-01-17
5453068,thermo-energy analyzer {=TEA},热能分析仪,,nan,nan,2023-01-17
5453069,thermogravimetric analysis {=TGA},热重分析,,106.04.11,Remington,2023-01-17
5453070,thermometer,温度计,,106.04.11,Remington,2023-01-17
5453071,thermophile,嗜热菌,,104.05.14,GMP,2023-01-17
5453072,thermoplastic,热塑性,,104.05.14,GMP,2023-01-17
5453073,thermoplastic packaging,热塑性包装,,106.04.11,Remington,2023-01-17
5453074,thermoresponsive drug delivery,温度感应性药物递输,,106.04.11,Remington,2023-01-17
5453075,thermoset packaging,热固性包装,,106.04.11,Remington,2023-01-17
5453076,thermospray {=TSP},热洒[法],,102.12.05,中华无菌制剂协会,2023-01-17
5453077,thiamine {=vitamin B1},硫胺；维生素B1,,103.02.13,中华药典,2023-01-17
5453078,thin layer chromatography {=TLC},薄层层析法,,101.11.14,中华无菌制剂协会,2023-01-17
5453079,thin membrane evaporator,薄膜浓缩器,,101.06.07,中华无菌制剂协会,2023-01-17
5453080,thin-layer chromatographic identification test,薄层层析鉴别试验,,107.08.17,nan,2023-01-17
5453081,thin-layer chromatography,薄层层析法,,nan,nan,2023-01-17
5453082,thioglycoside,硫苷,,102.12.05,中华无菌制剂协会,2023-01-17
5453083,thiourea,硫脲,,103.02.13,中华药典,2023-01-17
5453084,thixotropy,摇变性,,106.05.16,Remington,2023-01-17
5453085,three compartment model,三室模型,,102.12.05,中华无菌制剂协会,2023-01-17
5453086,three dimensional structure,三维结构,,102.12.05,中华无菌制剂协会,2023-01-17
5453087,three-dimensional printing,3D列印；三维列印,,106.05.16,Remington,2023-01-17
5453088,three-phase aerosol,三相气化喷雾剂,,102.12.05,中华无菌制剂协会,2023-01-17
5453089,three-prong sinker,三爪沉锤,,107.11.22,nan,2023-01-17
5453090,threshold,阈；阀,,102.12.05,中华无菌制剂协会,2023-01-17
5453091,thrombin,凝血酶,,103.02.13,中华药典,2023-01-17
5453092,thrombocytes,血小板,,106.05.16,Remington,2023-01-17
5453093,thrombocytopenia,血小板减少症,,106.05.16,Remington,2023-01-17
5453094,thrombogen,凝血酶原,,106.05.16,nan,2023-01-17
5453095,thrombolytic agents,血栓溶解剂,,106.05.16,Remington,2023-01-17
5453096,thrombolytics,溶血栓药,,102.12.05,中华无菌制剂协会,2023-01-17
5453097,thrombosis,血栓形成；[血]栓塞,,106.05.16,Remington,2023-01-17
5453098,thromboxane,凝血脂素,,101.02.09,nan,2023-01-17
5453099,Thunberg fritillary bulb {Fritillariae Thunbergii Bulbus},浙贝母,,103.07.17,中医药,2023-01-17
5453100,thyme,麝香草,,101.05.17,国编馆,2023-01-17
5453101,thyme oil,麝香草油,,101.09.06,国立编译馆,2023-01-17
5453102,thymol,瑞香酚；麝香草酚,,103.01.16,国立编译馆,2023-01-17
5453103,thymol blue,瑞香酚蓝,,103.02.13,中华药典,2023-01-17
5453104,thymolphthalein,瑞香酚酞,,107.05.14,通则试药与溶液,2023-01-17
5453105,thyroid,甲状腺；甲状腺的,,103.02.13,中华药典,2023-01-17
5453106,thyroid gland,甲状腺,,103.01.16,国立编译馆,2023-01-17
5453107,thyroid hormones,甲状腺激素药,,102.12.05,中华无菌制剂协会,2023-01-17
5453108,thyroiditis,甲状腺炎,,106.05.16,Remington,2023-01-17
