ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19451093,gelatin dynamite,胶质炸药,,nan,,2023-01-17
19451094,gelation,胶化,,材料_FRP,,2023-01-17
19451095,gelation time,胶化时间,,材料_FRP,,2023-01-17
19451096,gel-coat resin,凝胶涂布型树脂,,材料_FRP,,2023-01-17
19451097,gene,基因,,环工组,,2023-01-17
19451098,gene bank,基因库,,环工组,,2023-01-17
19451099,gene flow,基因流动,,环工组,,2023-01-17
19451100,gene locus,基因座,,环工组,,2023-01-17
19451101,gene recombination,基因重组,,环工组,,2023-01-17
19451102,general adaptation syndrome (GAS),一般适应症候群,,环工组,,2023-01-17
19451103,general and administrative (G&A) costs,公司管理费,,营管组,,2023-01-17
19451104,general aviation airport,普通机场,,nan,,2023-01-17
19451105,general building code,一般建筑规范；通用建筑规范,,nan,,2023-01-17
19451106,general cargo,杂货,,nan,,2023-01-17
19451107,general cargo wharf,杂货码头,,nan,,2023-01-17
19451108,general condition,一般状况,,nan,,2023-01-17
19451109,general conditions,一般条款,,营管组,,2023-01-17
19451110,general contract,总契约；主契约,,nan,,2023-01-17
19451111,general contractor,综合营造厂；总承包商,,营管组,,2023-01-17
19451112,general failure,一般破坏,,nan,,2023-01-17
19451113,general fertility rate,一般生育率,,环工组,,2023-01-17
19451114,general industry,一般产业；一般工业,,nan,,2023-01-17
19451115,general linear hypothesis,一般线性假设,,测量组,,2023-01-17
19451116,general map,总图；一览图；一般地图,,nan,,2023-01-17
19451117,general plan,总[体]计划,,nan,,2023-01-17
19451118,general provisions,一般条款,,nan,,2023-01-17
19451119,general purpose type resin,通用型树脂,,材料_FRP,,2023-01-17
19451120,general requirement and regulation,一般要求及规定,,营管组,,2023-01-17
19451121,general shear failure,剪力破坏,,nan,,2023-01-17
19451122,general view,全视图,,nan,,2023-01-17
19451123,generalist,广适者,,环工组,,2023-01-17
19451124,generalized inverse,广义求逆；广义逆元,,测量组,,2023-01-17
19451125,generalized sensor model,广义感测器模式,,测量组,,2023-01-17
19451126,generated energy,发电量,,环工组,,2023-01-17
19451127,generated traffic,衍生交通,,nan,,2023-01-17
19451128,generating process,生成程序,,nan,,2023-01-17
19451129,generation of trip,旅次发生,,nan,,2023-01-17
19451130,generation time,世代时间,,环工组,,2023-01-17
19451131,generator,发电机,,nan,,2023-01-17
19451132,generator assembly,发电机组装,,营管组,,2023-01-17
19451133,generator room,发电机室,,nan,,2023-01-17
19451134,generator-type current meter,发电机式流速计,,nan,,2023-01-17
19451135,genetic algorithm,基因演算法；遗传演算法,,环工组,,2023-01-17
19451136,genetic control,基因防治,,环工组,,2023-01-17
19451137,genetic diversity,遗传多样性；基因多样性,,环工组,,2023-01-17
19451138,genetic dose,遗传剂量,,环工组,,2023-01-17
19451139,genetic drift,基因漂移,,环工组,,2023-01-17
19451140,genetic effect,基因效应,,环工组,,2023-01-17
19451141,genetic engineering,基因工程；遗传工程,,环工组,,2023-01-17
19451142,genetic feedback,基因回馈,,环工组,,2023-01-17
19451143,genetic load,遗传负载,,环工组,,2023-01-17
19451144,genetic resource,基因资源；遗传资源,,环工组,,2023-01-17
19451145,genetics,遗传学,,环工组,,2023-01-17
19451146,genius loci,地灵{古罗马}；地方守护神；场所精神,,nan,,2023-01-17
19451147,genome,基因体；基因组,,民众投书,,2023-11-15
19451148,genotype,基因型,,环工组,,2023-01-17
19451149,gentrification,高雅化；仕绅化,,环工组,,2023-01-17
19451150,geocentric coordinate system,地心坐标系统,,测量组,,2023-01-17
19451151,geocentric coordinates,地心坐标,,测量组,,2023-01-17
19451152,geocentric frame,地心框架,,测量组,,2023-01-17
19451153,geocentric latitude,地心纬度,,测量组,,2023-01-17
19451154,geocentric longitude,地心经度,,测量组,,2023-01-17
19451155,geocentrism,地球中心论,,测量组,,2023-01-17
19451156,geochemistry,地球化学,,环工组,,2023-01-17
19451157,geodesic,大地线,,nan,,2023-01-17
19451158,geodesic azimuth reduction,大地线方位角化算；大地线方位角归算,,测量组,,2023-01-17
19451159,geodesic curvature,大地线曲率,,测量组,,2023-01-17
19451160,geodesic line,大地线；测地线,,测量组,,2023-01-17
19451161,geodesic line reduction,大地线化算；大地线归算,,测量组,,2023-01-17
19451162,geodesic triangle,大地三角形,,测量组,,2023-01-17
19451163,geodesy,大地测量学 ；测地学,,测量组,,2023-01-17
19451164,geodetic azimuth,大地方位角,,测量组,,2023-01-17
19451165,geodetic construction,球膜构造,,nan,,2023-01-17
19451166,geodetic coordinate system,大地坐标系统,,测量组,,2023-01-17
19451167,geodetic coordinates,大地坐标,,测量组,,2023-01-17
19451168,geodetic datum,大地基准,,测量组,,2023-01-17
19451169,geodetic datum transformation,大地基准转换,,测量组,,2023-01-17
19451170,geodetic distance,大地距,,测量组,,2023-01-17
19451171,geodetic height,椭球高,,测量组,,2023-01-17
19451172,geodetic horizon,大地地平线,,测量组,,2023-01-17
19451173,geodetic horizontal angle,大地水平角,,测量组,,2023-01-17
19451174,geodetic latitude,大地纬度,,nan,,2023-01-17
19451175,geodetic line,大地线；测地线,,测量组,,2023-01-17
19451176,geodetic longitude,大地经度,,测量组,,2023-01-17
19451177,geodetic meridian,大地子午线 {真子午线},,测量组,,2023-01-17
19451178,geodetic network,大地测量网,,测量组,,2023-01-17
19451179,geodetic north,真北；大地北,,测量组,,2023-01-17
19451180,geodetic reduction,大地化算；大地归算,,测量组,,2023-01-17
19451181,geodetic reference system (GRS),大地参考系统,,测量组,,2023-01-17
19451182,geodetic survey,大地测量,,测量组,,2023-01-17
19451183,geodetic surveying,大地测量,,nan,,2023-01-17
19451184,geodetic theodolite,大地经纬仪,,测量组,,2023-01-17
19451185,geodetic vertical angle,大地垂直角,,测量组,,2023-01-17
19451186,geodetic zenith angle,大地天顶距,,测量组,,2023-01-17
19451187,geoengineering,地质工程,,环工组,,2023-01-17
19451188,geographic coordinates,地理坐标,,测量组,,2023-01-17
19451189,geographic information system (GIS),地理资讯系统,,nan,,2023-01-17
19451190,geographic isolation,地理隔离,,环工组,,2023-01-17
19451191,geographic latitude,地理纬度,,nan,,2023-01-17
19451192,geographic number,电话区码{英国},,nan,,2023-01-17
19451193,geographical coordinate system,地理坐标系统,,测量组,,2023-01-17
19451194,geographical information system (GIS),地理资讯系统,,测量组,,2023-01-17
19451195,geography markup language(GML),地理标记语言,,测量组,,2023-01-17
19451196,geohydrologic system,地质水文系统,,环工组,,2023-01-17
19451197,geohydrology,地质水文学,,环工组,,2023-01-17
19451198,geoid,大地水准面,,测量组,,2023-01-17
19451199,geoid height,大地起伏,,测量组,,2023-01-17
19451200,geoid model,大地起伏模型,,测量组,,2023-01-17
19451201,geoid undulation,大地起伏,,测量组,,2023-01-17
19451202,geoidal height,大地水准面高,,测量组,,2023-01-17
19451203,geoinformatics,空间资讯学,,测量组,,2023-01-17
19451204,geologic columnner section,地质柱状图,,nan,,2023-01-17
19451205,geologic map,地质图,,nan,,2023-01-17
19451206,geologic profile,地质纵断面图,,nan,,2023-01-17
19451207,geologic section,地质纵断面图,,nan,,2023-01-17
19451208,geologic survey,地质调查,,nan,,2023-01-17
19451209,geological data,地质资料,,营管组,,2023-01-17
19451210,geological formation,地层,,nan,,2023-01-17
19451211,geological hazard,地质危害,,都计组,,2023-01-17
19451212,geological investigation,地质调查,,nan,,2023-01-17
19451213,geological map,地质图,,nan,,2023-01-17
19451214,geological survey,地质调查,,nan,,2023-01-17
19451215,geology,地质学,,环工组,,2023-01-17
19451216,geomagnetic latitude,地磁纬度,,测量组,,2023-01-17
19451217,geomagnetic longitude,地磁经度,,测量组,,2023-01-17
19451218,geomancy,风水；勘舆学,,都计组,,2023-01-17
19451219,geomatics,空间资讯学,,测量组,,2023-01-17
19451220,geomatics engineering,空间资讯工程,,测量组,,2023-01-17
19451221,geomembrane,地工薄膜,,环工组,,2023-01-17
19451222,geometric coordinates,几何坐标,,测量组,,2023-01-17
19451223,geometric design of highways,公路几何设计；公路线形设计,,nan,,2023-01-17
19451224,geometric dilution of precision (GDOP),几何精度稀释[因子],,测量组,,2023-01-17
19451225,geometric garden,几何式庭园,,nan,,2023-01-17
19451226,geometric height,几何高,,测量组,,2023-01-17
19451227,geometric instability,几何不稳定性,,nan,,2023-01-17
19451228,geometric nonlinearlity,几何非线性,,nan,,2023-01-17
19451229,geometric rate of increase,几何增加率,,环工组,,2023-01-17
19451230,geometric stability,几何稳定性,,nan,,2023-01-17
19451231,geometrical geodesy,几何大地测量学,,测量组,,2023-01-17
19451232,geometrically unstable structure,几何不稳定结构,,nan,,2023-01-17
19451233,geomorphology,地形学,,环工组,,2023-01-17
19451234,geonet,地工织网,,环工组,,2023-01-17
19451235,geophysical prospecting,地球物理探查法,,nan,,2023-01-17
19451236,geophysics,地球物理学,,环工组,,2023-01-17
19451237,geopotential,重力位,,nan,,2023-01-17
19451238,geopotential height,重力位高,,测量组,,2023-01-17
19451239,geopotential number,大地位数；重力位数,,测量组,,2023-01-17
19451240,geopressurized zone,地压区域,,环工组,,2023-01-17
19451241,Georgian architecture,乔治亚式建筑,,nan,,2023-01-17
19451242,geoscience,地球科学,,环工组,,2023-01-17
19451243,geosphere,地圈,,nan,,2023-01-17
19451244,geostationary satellite,地球同步卫星,,测量组,,2023-01-17
19451245,geostrophic wind,地转风,,nan,,2023-01-17
19451246,geostrophic wind velocity,地转风速,,nan,,2023-01-17
19451247,geosynthetics,地工聚合物,,营管组,,2023-01-17
19451248,geotechnical data,地工资料,,营管组,,2023-01-17
19451249,geotechnical engineering,大地工程,,nan,,2023-01-17
19451250,geotechnique,地工技术,,nan,,2023-01-17
19451251,geotextile,地工织物；地工织布,,nan,,2023-01-17
19451252,geothermal energy,地热能源；地热能,,建筑_环控,,2023-01-17
19451253,geothermal gradient,地温梯度,,nan,,2023-01-17
19451254,geothermy,地热,,nan,,2023-01-17
19451255,germanium lithium detector,锗锂侦检器,,环工组,,2023-01-17
19451256,germicidal treatment,杀菌处理,,nan,,2023-01-17
19451257,Gestaltpsychologie,完形心理学{德文},,nan,,2023-01-17
19451258,geyser,间歇泉,,nan,,2023-01-17
19451259,geyser spring,间歇泉,,nan,,2023-01-17
19451260,giant order,巨柱式,,nan,,2023-01-17
19451261,Gibbs adsorption theorem,吉布斯吸附定理,,环工组,,2023-01-17
19451262,Gillmore needle,吉尔摩氏针,,nan,,2023-01-17
19451263,girder,大梁,,nan,,2023-01-17
19451264,girder load,梁载重,,nan,,2023-01-17
19451265,girder web,梁腹板,,nan,,2023-01-17
19451266,girt,围梁,,「钢结构及AISC名词,,2023-11-15
19451267,give-way,让路,,nan,,2023-01-17
19451268,give-way marking,让路标字,,nan,,2023-01-17
19451269,giving-way vessel,义务船；避让船,,nan,,2023-01-17
19451270,glacial acetic acid,冰醋酸,,环工组,,2023-01-17
19451271,glacial geology,冰河地质学；冰川地质学,,nan,,2023-01-17
19451272,glacial till,冰碛物,,nan,,2023-01-17
19451273,glacial-fluvial deposit,冰积土；冰积层,,nan,,2023-01-17
19451274,glacial-lake deposit,冰河[川]积土；冰河[川]积层,,nan,,2023-01-17
19451275,glacier burst,冰河爆裂,,nan,,2023-01-17
19451276,glacier wind,冰川风,,nan,,2023-01-17
19451277,glaciology,冰河学,,nan,,2023-01-17
19451278,glare,眩光,,建筑_环控,,2023-01-17
19451279,glare control,眩光控制,,建筑_环控,,2023-01-17
19451280,Gläserne Kette,玻璃炼 {德文},,nan,,2023-01-17
19451281,glass,玻璃,,nan,,2023-01-17
19451282,glass asphalt concrete pavement,玻璃沥青混凝土铺面,,营管组,,2023-01-17
19451283,glass balloon,玻璃中空球,,材料_FRP,,2023-01-17
19451284,glass bead,玻璃珠,,材料_FRP,,2023-01-17
19451285,glass bead for traffic marking paint,交通标线漆用玻璃砂,,nan,,2023-01-17
19451286,glass chopped strand mat,玻璃纤维股毡,,材料_FRP,,2023-01-17
19451287,glass cloth,玻纤布,,材料_FRP,,2023-01-17
19451288,glass cloth tape,玻纤带,,材料_FRP,,2023-01-17
19451289,glass content,玻璃含量,,材料_FRP,,2023-01-17
19451290,glass curtain wall,玻璃帷幕墙,,营管组,,2023-01-17
19451291,glass electrode,玻璃电极,,环工组,,2023-01-17
19451292,glass fiber,玻璃纤维,,nan,,2023-01-17
19451293,glass fiber coating,玻璃纤维涂装,,营管组,,2023-01-17
19451294,glass fiber panel ceiling,玻纤天花板,,营管组,,2023-01-17
19451295,glass fiber pipe,玻璃纤维管,,营管组,,2023-01-17
19451296,glass fiber reinforced plastic door,玻璃纤维强化塑胶门,,营管组,,2023-01-17
19451297,glass fiber reinforced plastics (GFRP),玻璃纤维强化塑胶,,环工组,,2023-01-17
19451298,glass fiber reinforced polyester corrugated plate,玻纤强化聚酯浪板,,材料_FRP,,2023-01-17
19451299,glass fiber reinforcement,玻纤加强材,,材料_FRP,,2023-01-17
19451300,glass filament,玻璃细丝,,材料_FRP,,2023-01-17
19451301,glass finish,玻璃完饰剂,,材料_FRP,,2023-01-17
19451302,glass flake,玻璃薄片,,材料_FRP,,2023-01-17
19451303,glass graduate,玻璃量筒；玻璃量杯,,nan,,2023-01-17
19451304,glass mosaic,玻璃马赛克,,营管组,,2023-01-17
19451305,glass roving,玻纤纱束,,材料_FRP,,2023-01-17
19451306,glass roving cloth,玻纤纱束布,,材料_FRP,,2023-01-17
19451307,glass stress,玻璃应力,,材料_FRP,,2023-01-17
19451308,glass substitute,玻璃代用料,,nan,,2023-01-17
19451309,glass surfacing mat,玻纤表面毡,,材料_FRP,,2023-01-17
19451310,glass transition temperature,玻璃转化温度,,材料_FRP,,2023-01-17
19451311,glass visible transmittance,玻璃的可见光透射率,,建筑_环控,,2023-01-17
19451312,glass wool,玻璃棉,,nan,,2023-01-17
19451313,glass yarn,玻璃纱,,材料_FRP,,2023-01-17
19451314,glass-fiber reinforced cement,玻纤混凝土,,nan,,2023-01-17
19451315,glassification,玻璃固化法,,环工组,,2023-01-17
19451316,glass-transition temperature,玻璃转化温度,,nan,,2023-01-17
19451317,glassy material,玻璃质材料,,nan,,2023-01-17
19451318,glaze,釉 ； 釉面；雨淞,,nan,,2023-01-17
19451319,glazed opening,玻璃开口,,建筑_环控,,2023-01-17
19451320,glazed street,玻璃顶的街道,,建筑_环控,,2023-01-17
19451321,glide path station,滑降台,,nan,,2023-01-17
19451322,gliding field,滑翔场,,nan,,2023-01-17
19451323,global change,全球变迁,,环工组,,2023-01-17
19451324,global claim,总体求偿,,营管组,,2023-01-17
19451325,global climate change,全球气候变迁,,都计组,,2023-01-17
19451326,global coordinate,大域座标；总体座标,,nan,,2023-01-17
19451327,global ionospheric model,全球电离层模式,,测量组,,2023-01-17
19451328,global matching,全域式匹配,,测量组,,2023-01-17
19451329,global navigation satellite system (GNSS),全球导航卫星系统,,测量组,,2023-01-17
19451330,global positioning system (GPS),全球定位系统,,测量组,,2023-01-17
19451331,global stiffness equation,总体劲度方程式,,nan,,2023-01-17
19451332,global warming,全球暖化,,建筑_环控,,2023-01-17
19451333,globe,地球；地球仪,,nan,,2023-01-17
19451334,globe temperature,黑球温度,,建筑_环控,,2023-01-17
19451335,globe thermometer,黑球温度计；球型温度计,,建筑_环控,,2023-01-17
19451336,globular projection,球状投影[法],,nan,,2023-01-17
19451337,glory-hole spillway,竖井式溢洪道,,nan,,2023-01-17
19451338,gloss paint,透明漆；平光漆；亮光漆,,nan,,2023-01-17
19451339,glucose,葡萄糖,,环工组,,2023-01-17
19451340,glued insulation joint,胶接绝缘接头,,nan,,2023-01-17
19451341,glued laminated timber,层胶木材；胶夹木,,nan,,2023-01-17
19451342,glued-laminated construction,胶结层料施工,,营管组,,2023-01-17
19451343,glutamic acid,麸胺酸,,环工组,,2023-01-17
19451344,glyceraldehyde,甘油醛,,环工组,,2023-01-17
19451345,glycerol,甘油,,环工组,,2023-01-17
